Alert ID,Source IP,Target URL,HTTP Parameters,User-Agent,Status Code,Source IP Geolocation,Attack Type Subset,Number of Source IPs,Number of Browsers,Incident Duration,Label,Reason,Hour,Day of Week,Alert Type_LFI,Alert Type_RCE,Alert Type_SQLi,Alert Type_XSS,Rule Triggered_Rule_1,Rule Triggered_Rule_2,Rule Triggered_Rule_3
ALERT_261,59.16.93.125,https://fernandez-hernandez.com/,Care agree where style including.,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_7) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/39.0.801.0 Safari/532.2",200,Sweden,Stored XSS,3,2,57,TP,,4,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ALERT_262,7.86.164.123,http://johnson.org/,Into game participant give.,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.1),403,Bouvet Island (Bouvetoya),Blind SQLi,6,2,13,FP,Skill whose size peace.,4,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_263,86.199.217.155,http://galvan.com/,Open president nature side.,"Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/45.0.835.0 Safari/534.0",500,Bahamas,Blind SQLi,6,3,23,FP,Movie computer employee hospital.,4,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ALERT_264,44.61.205.80,https://wilson-scott.com/,Treat hot capital strong apply.,Opera/9.14.(X11; Linux x86_64; en-SG) Presto/2.9.176 Version/11.00,403,Solomon Islands,Blind SQLi,6,1,9,TP,,4,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ALERT_265,122.142.147.43,https://jones-munoz.com/,Should animal continue because special.,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.18.1 (KHTML, like Gecko) Version/5.0 Safari/531.18.1",500,Austria,Stored XSS,9,3,3,TP,,4,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ALERT_266,69.16.101.65,https://bennett.org/,Follow street past. Recent agent those billion.,"Mozilla/5.0 (iPad; CPU iPad OS 1_1_5 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/60.0.891.0 Mobile/88V118 Safari/531.0",403,Cameroon,Blind SQLi,2,4,21,FP,Question him partner less.,4,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALERT_267,147.23.32.42,https://www.hogan-riddle.org/,Exist before fast medical mission seem.,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.29.5 (KHTML, like Gecko) Version/4.0.2 Safari/533.29.5",200,Fiji,Blind SQLi,6,2,21,FP,Newspaper his heart exist.,4,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_268,56.16.161.179,https://www.sanders.com/,Defense trip behavior kind.,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/52.0.898.0 Safari/536.2",404,Fiji,Stored XSS,5,4,40,FP,New life able find book now news dog.,4,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_269,21.22.75.249,https://shaw.biz/,Group thank year seek kitchen or.,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/16.0.873.0 Mobile/26I695 Safari/531.0",404,Japan,Stored XSS,3,1,27,FP,Choice experience travel baby happen become.,4,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_270,158.194.228.159,https://www.nash-moore.info/,Rise cut collection something face card firm.,Mozilla/5.0 (Android 10; Mobile; rv:15.0) Gecko/15.0 Firefox/15.0,403,Monaco,Blind SQLi,2,4,2,TP,,4,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ALERT_271,13.19.136.104,http://www.spencer.info/,Radio must central sea public.,Opera/9.54.(Windows NT 6.0; ve-ZA) Presto/2.9.180 Version/10.00,404,Greece,Blind SQLi,6,3,1,FP,,4,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ALERT_272,21.203.122.57,http://fox.biz/,Painting painting movie.,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.0),500,Ghana,Stored XSS,5,3,2,FP,,4,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALERT_273,217.188.82.229,http://www.roberts.com/,Owner once smile begin.,Opera/8.73.(Windows NT 5.1; or-IN) Presto/2.9.172 Version/11.00,500,Kiribati,Blind SQLi,1,2,48,FP,,4,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_274,212.141.13.49,https://swanson-hood.com/,Relate American show box movement add full.,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6 rv:2.0; kn-IN) AppleWebKit/534.38.7 (KHTML, like Gecko) Version/4.1 Safari/534.38.7",404,Guernsey,Blind SQLi,2,2,21,FP,,4,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALERT_275,46.64.162.238,https://strong.com/,Foreign dinner charge improve Mrs.,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2 rv:3.0; hne-IN) AppleWebKit/535.15.5 (KHTML, like Gecko) Version/5.1 Safari/535.15.5",500,Syrian Arab Republic,Blind SQLi,1,4,55,TP,,4,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALERT_276,133.76.42.176,http://myers.net/,City official inside charge measure rock.,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),500,Haiti,Blind SQLi,9,1,19,FP,Must turn air hundred car food collection.,4,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALERT_277,20.103.174.213,http://www.thomas-perez.net/,Rest suddenly participant instead course.,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.33.6 (KHTML, like Gecko) Version/5.1 Safari/531.33.6",404,Burkina Faso,Blind SQLi,4,3,32,FP,Gas among process.,4,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_278,108.151.55.171,http://solomon.net/,Energy partner letter thank run each.,Opera/9.92.(X11; Linux i686; gv-GB) Presto/2.9.186 Version/10.00,403,Vietnam,Blind SQLi,4,3,2,FP,,4,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ALERT_279,137.175.230.91,https://www.lowe.biz/,Draw guy cold anyone. Must let own.,Opera/9.81.(X11; Linux i686; apn-IN) Presto/2.9.186 Version/12.00,500,British Indian Ocean Territory (Chagos Archipelago),Blind SQLi,1,1,29,FP,Practice less somebody back fear once.,4,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ALERT_280,64.0.249.91,https://www.murray.com/,Stand entire recognize person wife opportunity.,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.1.5 (KHTML, like Gecko) Version/4.0 Safari/534.1.5",200,Western Sahara,Stored XSS,4,2,45,FP,,4,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALERT_281,218.70.201.229,https://www.morris.info/,Team share or term sing.,Mozilla/5.0 (Windows NT 5.2; brx-IN; rv:1.9.1.20) Gecko/9069-08-26 05:15:32 Firefox/15.0,403,Turkey,Blind SQLi,6,3,18,FP,Power order Democrat treat any.,4,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_282,110.1.22.103,http://www.martinez-garcia.com/,They various describe sell.,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/16.0.839.0 Safari/536.0",404,Iran,Stored XSS,6,3,33,FP,,4,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ALERT_283,136.167.144.52,https://wiggins.com/,Final pay material relationship war join.,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_5) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/41.0.818.0 Safari/534.2",200,Maldives,Stored XSS,7,3,22,TP,Example add feeling off rule whatever.,4,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_284,42.194.105.133,http://www.glover.net/,Which his just both.,Mozilla/5.0 (Android 4.4.2; Mobile; rv:8.0) Gecko/8.0 Firefox/8.0,500,Maldives,Stored XSS,4,2,40,TP,,4,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_285,188.14.42.110,https://mack-shaw.org/,Human team catch. Common human relate leg large.,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; szl-PL) AppleWebKit/533.29.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.29.4",200,Poland,Blind SQLi,1,3,38,TP,Use million same race director Republican.,4,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_286,183.217.220.183,http://www.mccoy-delacruz.com/,Change camera continue clearly make mouth.,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; so-KE) AppleWebKit/532.29.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.29.1",404,Kenya,Blind SQLi,9,1,44,FP,,4,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ALERT_287,77.123.107.15,https://www.jones-burke.com/,Stage good hit pretty television wind discussion.,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/35.0.838.0 Safari/532.2",500,Saint Kitts and Nevis,Stored XSS,3,4,41,FP,,4,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_288,136.195.222.56,https://skinner.net/,Perform positive goal now.,Opera/9.76.(X11; Linux x86_64; crh-UA) Presto/2.9.168 Version/10.00,403,Liechtenstein,Stored XSS,4,1,14,TP,,4,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ALERT_289,44.209.78.200,http://willis-turner.com/,Special sea company weight every.,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),404,Jamaica,Stored XSS,9,1,14,FP,Blue positive certainly thing recently.,4,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ALERT_290,74.10.214.88,https://brown.com/,About college morning ever.,Opera/8.44.(X11; Linux x86_64; dz-BT) Presto/2.9.160 Version/10.00,404,Czech Republic,Blind SQLi,6,1,2,FP,,4,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ALERT_291,163.185.219.47,http://williams-walton.com/,Present main top.,Opera/9.85.(X11; Linux x86_64; vi-VN) Presto/2.9.177 Version/11.00,403,Japan,Blind SQLi,4,3,6,FP,Probably interesting success social wear participant here.,4,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ALERT_292,106.16.1.6,https://jones-burke.com/,Ball situation first deep attention.,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_7; rv:1.9.2.20) Gecko/9846-09-22 01:47:31 Firefox/3.6.15,403,Pitcairn Islands,Blind SQLi,9,2,59,FP,,4,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ALERT_293,162.113.29.233,https://www.ramirez.com/,Tonight around environment bag fall.,Mozilla/5.0 (Android 2.2.2; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,404,Norfolk Island,Blind SQLi,1,3,43,FP,Radio who civil artist environment whether must.,4,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ALERT_294,12.160.255.174,https://olson.com/,Much physical reality major choice.,Opera/9.96.(Windows NT 6.0; kw-GB) Presto/2.9.177 Version/12.00,403,Czech Republic,Blind SQLi,3,3,16,TP,,4,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALERT_295,43.26.186.119,http://www.bryant-washington.net/,Situation anything big debate article land.,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8619-03-25 22:50:23 Firefox/5.0,500,Kenya,Stored XSS,2,2,16,FP,,4,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ALERT_296,27.103.138.221,https://www.parker.com/,Night fine positive reflect.,Opera/9.13.(Windows 95; hi-IN) Presto/2.9.188 Version/10.00,500,Switzerland,Blind SQLi,2,4,28,FP,,4,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ALERT_297,86.137.239.235,https://www.mendez.info/,Perhaps night option particular.,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1 rv:5.0; ha-NG) AppleWebKit/535.46.2 (KHTML, like Gecko) Version/5.0.3 Safari/535.46.2",403,Falkland Islands (Malvinas),Blind SQLi,8,1,44,FP,Floor peace great popular exist.,4,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ALERT_298,60.225.255.8,http://www.moore.biz/,Pattern week whether enter everyone necessary.,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5 rv:5.0; bo-IN) AppleWebKit/533.45.6 (KHTML, like Gecko) Version/5.0.4 Safari/533.45.6",403,Saudi Arabia,Blind SQLi,4,4,52,FP,,4,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ALERT_299,59.23.172.27,http://www.kelly-bartlett.com/,No us ever everything general home cost.,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_5 rv:2.0; ku-TR) AppleWebKit/532.44.7 (KHTML, like Gecko) Version/4.0.1 Safari/532.44.7",404,Botswana,Blind SQLi,2,3,53,TP,,4,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ALERT_300,103.194.141.145,https://www.guzman-gutierrez.org/,Again computer sport reveal range.,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.1),403,Lesotho,Stored XSS,8,1,47,FP,,5,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_301,157.160.145.39,https://www.hall.net/,Amount cost measure player.,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.29.6 (KHTML, like Gecko) Version/4.1 Safari/532.29.6",500,Lithuania,Stored XSS,2,4,51,FP,,5,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_302,223.121.160.200,https://www.crawford-james.net/,Manager man one question conference.,Opera/9.67.(X11; Linux x86_64; lt-LT) Presto/2.9.181 Version/12.00,200,Albania,Blind SQLi,2,4,41,FP,,5,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_303,65.188.38.146,https://berg.org/,Father financial reveal account above.,Opera/8.51.(X11; Linux i686; ro-RO) Presto/2.9.168 Version/10.00,500,Lebanon,Stored XSS,1,2,27,TP,Year nature establish day position should.,5,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_304,22.203.174.164,http://www.sampson.biz/,Cup down adult little admit box.,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/53.0.827.0 Mobile/01S980 Safari/531.0",200,Congo,Stored XSS,1,4,37,FP,Just buy dark agreement country none decide.,5,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_305,129.17.133.152,http://hernandez.info/,Piece model series rock travel.,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/25.0.829.0 Safari/532.1",403,Denmark,Stored XSS,4,3,43,TP,Keep participant American well many.,5,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ALERT_306,99.13.114.178,https://www.gordon.com/,Public modern really front month such future.,"Mozilla/5.0 (Windows CE) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/42.0.860.0 Safari/533.0",200,Bouvet Island (Bouvetoya),Blind SQLi,5,4,34,FP,,5,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ALERT_307,38.136.153.136,https://rocha.com/,Quite indicate let ground.,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2962-04-12 13:28:25 Firefox/5.0,200,Germany,Stored XSS,6,4,31,TP,Without president some much represent cultural college.,5,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_308,59.13.178.12,http://www.paul.net/,Stay its so factor know defense.,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),403,Luxembourg,Blind SQLi,6,1,3,FP,,5,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALERT_309,17.63.254.94,https://www.williams.net/,Brother his born different.,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1),500,Christmas Island,Blind SQLi,3,1,5,TP,Give identify left seem catch finish explain.,5,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ALERT_310,193.198.204.190,https://www.barrett.info/,Near that know nice.,Mozilla/5.0 (Windows NT 10.0; eo-US; rv:1.9.2.20) Gecko/3773-12-05 20:24:21 Firefox/3.6.1,404,Portugal,Blind SQLi,9,1,38,FP,,5,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ALERT_311,83.58.28.145,https://www.dunn-robinson.com/,I writer concern set leader.,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/23.0.839.0 Safari/532.1",200,Panama,Blind SQLi,6,4,31,FP,Fight personal leader mind.,5,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ALERT_312,99.138.191.150,http://schmidt-richardson.biz/,Agent recent public.,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7 rv:5.0; ak-GH) AppleWebKit/533.1.1 (KHTML, like Gecko) Version/4.0 Safari/533.1.1",500,Bosnia and Herzegovina,Stored XSS,5,2,56,FP,,5,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ALERT_313,9.85.99.237,http://romero-schmidt.com/,Film loss science case memory institution.,Mozilla/5.0 (Windows NT 5.0; ne-NP; rv:1.9.2.20) Gecko/9736-01-05 16:22:21 Firefox/3.8,200,Mexico,Blind SQLi,8,2,51,FP,,5,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_314,19.39.63.93,http://martinez-hood.com/,Too growth beautiful office girl some right.,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4; rv:1.9.2.20) Gecko/9559-06-03 00:56:28 Firefox/4.0,200,Saudi Arabia,Stored XSS,6,4,27,FP,Generation oil year senior this want.,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ALERT_315,38.198.210.216,http://peters-murillo.biz/,Free experience medical.,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; sa-IN) AppleWebKit/532.11.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.11.5",403,Croatia,Stored XSS,8,2,55,FP,,5,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALERT_316,138.30.138.242,http://www.brown.info/,We reduce voice lose question.,Mozilla/5.0 (Android 5.0; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0,404,Cote d'Ivoire,Blind SQLi,6,3,25,FP,Choice wall shoulder.,5,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ALERT_317,190.217.59.227,http://www.smith.net/,Hour something different.,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4 rv:3.0; yo-NG) AppleWebKit/532.11.7 (KHTML, like Gecko) Version/4.0.5 Safari/532.11.7",403,Afghanistan,Stored XSS,9,3,25,TP,,5,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_318,23.200.50.226,http://www.powell.org/,Movie baby officer.,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/3.0),404,Macao,Blind SQLi,4,4,55,FP,Thing serve forward purpose star throughout.,5,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_319,108.170.112.144,http://payne.com/,Agreement safe example church truth.,Opera/9.88.(Windows NT 6.2; zu-ZA) Presto/2.9.188 Version/12.00,403,Ireland,Blind SQLi,6,1,21,FP,Scientist change stage suggest development return place.,5,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_320,75.38.252.10,https://edwards.biz/,Piece student kitchen camera street.,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/58.0.840.0 Safari/531.0",404,Tajikistan,Blind SQLi,8,1,56,TP,,5,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_321,203.239.86.25,http://kelly.org/,First dog popular science.,"Mozilla/5.0 (iPad; CPU iPad OS 17_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/12.2u2918.0 Mobile/14G324 Safari/531.0",403,Guadeloupe,Blind SQLi,8,1,57,FP,Soldier others many discuss article position nation.,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ALERT_322,192.234.239.99,http://www.wells-castaneda.org/,Two break among have generation.,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/63.0.866.0 Safari/533.1",403,China,Stored XSS,8,4,5,FP,War today along know director.,5,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ALERT_323,23.248.147.247,http://stone.com/,Experience Congress nation.,Mozilla/5.0 (Windows NT 11.0; yue-HK; rv:1.9.1.20) Gecko/7682-06-22 00:46:21 Firefox/3.6.16,200,Cuba,Stored XSS,8,1,47,FP,Wide beautiful into series.,5,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_324,83.236.208.81,https://martinez.com/,Must begin party morning you.,Opera/9.13.(X11; Linux i686; be-BY) Presto/2.9.183 Version/11.00,403,Suriname,Blind SQLi,4,2,25,FP,,5,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ALERT_325,109.71.196.72,http://cannon.org/,Guess that national indicate maybe.,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_2 rv:5.0; yi-US) AppleWebKit/535.37.1 (KHTML, like Gecko) Version/5.0.1 Safari/535.37.1",200,Cambodia,Blind SQLi,3,2,16,TP,Various by improve leave.,5,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ALERT_326,156.252.207.35,https://rowe.biz/,Imagine society officer agent high occur deep.,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),200,Turkmenistan,Blind SQLi,2,3,53,FP,,5,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_327,74.6.132.223,http://www.alexander-austin.com/,Accept level pay much.,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/37.0.832.0 Safari/533.0",403,Cameroon,Stored XSS,9,3,15,TP,Against station subject performance.,5,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_328,202.250.46.51,http://taylor-blevins.com/,Customer history worker expert.,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; eo-US) AppleWebKit/535.26.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.26.7",200,Swaziland,Blind SQLi,2,3,56,FP,,5,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALERT_329,129.220.94.231,https://www.marshall.org/,Effort language candidate smile particular owner.,Opera/8.23.(Windows NT 4.0; shs-CA) Presto/2.9.168 Version/11.00,404,Kenya,Blind SQLi,7,3,53,FP,,5,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ALERT_330,160.160.166.23,http://www.brown-keith.com/,Clear through pick.,Opera/8.41.(X11; Linux x86_64; hy-AM) Presto/2.9.190 Version/10.00,404,Belgium,Blind SQLi,7,2,25,TP,General street choice resource him guy realize discussion.,5,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_331,110.95.34.48,https://leonard.com/,Already hand most first difficult cause your.,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_4 rv:4.0; mi-NZ) AppleWebKit/535.8.4 (KHTML, like Gecko) Version/4.1 Safari/535.8.4",403,Lithuania,Stored XSS,1,3,21,FP,Organization fall different important minute.,5,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ALERT_332,31.9.253.39,https://morris-rasmussen.com/,Stop green media box seek money.,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),200,Micronesia,Blind SQLi,9,3,1,FP,Him them establish own lawyer rule.,5,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_333,88.188.192.94,https://richardson.com/,Point tend artist special do.,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/4921-10-29 15:54:33 Firefox/3.6.19,200,Timor-Leste,Stored XSS,1,3,13,TP,Increase science pattern energy wall.,5,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALERT_334,37.38.232.99,https://www.davis.net/,Hundred fine return few.,Opera/8.11.(X11; Linux x86_64; cv-RU) Presto/2.9.164 Version/10.00,404,Christmas Island,Blind SQLi,9,4,43,TP,Discuss increase local pay.,5,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ALERT_335,122.231.32.68,https://www.smith.com/,Interesting new series on inside building.,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/16.6g2512.0 Mobile/48Y154 Safari/535.1",403,Saint Barthelemy,Blind SQLi,6,1,23,FP,,5,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALERT_336,145.19.47.1,http://www.anderson.com/,Fear image rock wall down effect explain color.,Opera/9.21.(X11; Linux i686; oc-FR) Presto/2.9.170 Version/11.00,403,Malta,Blind SQLi,3,1,27,FP,During each about three necessary ball.,5,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ALERT_337,181.120.156.233,http://www.kaufman.info/,Character evidence bad common learn.,Opera/9.70.(Windows 98; wae-CH) Presto/2.9.186 Version/12.00,404,Falkland Islands (Malvinas),Blind SQLi,7,4,58,FP,,5,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALERT_338,186.230.97.187,http://harris.net/,Discuss which million step continue.,Mozilla/5.0 (Windows NT 5.1; kw-GB; rv:1.9.0.20) Gecko/9966-02-27 13:17:58 Firefox/3.6.9,200,Kyrgyz Republic,Blind SQLi,5,3,14,FP,Nearly believe share again speech.,5,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALERT_339,97.82.246.188,https://www.carey.com/,Thousand as drug.,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/6637-07-21 17:27:14 Firefox/3.8,403,Netherlands Antilles,Stored XSS,1,1,1,FP,,5,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ALERT_340,211.11.150.91,https://lambert.com/,Music should might sign go.,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nl-BE) AppleWebKit/534.33.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.33.5",200,Benin,Stored XSS,2,3,29,TP,,5,6,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ALERT_341,8.137.90.71,http://patterson.com/,Try single fine represent six voice third.,Mozilla/5.0 (Android 13; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,200,Wallis and Futuna,Blind SQLi,3,1,27,FP,,5,6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
ALERT_342,96.230.171.156,https://www.acosta.biz/,Challenge quickly every difficult we since few.,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/17.0.872.0 Safari/535.2",200,Lao People's Democratic Republic,Blind SQLi,7,4,22,FP,Short perhaps TV.,5,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ALERT_343,89.196.29.118,https://www.williams.com/,Various level drive sense few.,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.8.5 (KHTML, like Gecko) Version/5.0 Safari/531.8.5",403,Montenegro,Stored XSS,7,3,53,TP,Quickly produce fire maybe situation.,5,6,0.0,1.0,0.0,0.0,0.0,1.0,0.0
